"Story","Title","Result","Date","Stability","Duration (s)"
"Tarifas de cuenta de deposito","Descargar PDF Tarifas cuentas deposto","SUCCESS","2020-07-30T14:12:18.625-05:00[America/Bogota]","0.0","25.22"
